N	300	L	5.0	density	12.0	n	0.1	repetitions	1
T	1	avg	0.1540395685391293
T	2	avg	0.15798373363859441
T	3	avg	0.14319092894484953
T	4	avg	0.13656733795592835
T	5	avg	0.14456307168731442
T	6	avg	0.14951231779334906
T	7	avg	0.12644129915591049
T	8	avg	0.1177846439969804
T	9	avg	0.12678804084728867
T	10	avg	0.12515681052187688
T	11	avg	0.12421233420767346
T	12	avg	0.11774270724687359
T	13	avg	0.11396676777946681
T	14	avg	0.11863788966696284
T	15	avg	0.11156328751855164
T	16	avg	0.10802242841913233
T	17	avg	0.09391836053138726
T	18	avg	0.10637212640482197
T	19	avg	0.08896418902385586
T	20	avg	0.07050750049416833
T	21	avg	0.07940235108878825
T	22	avg	0.06532906168720198
T	23	avg	0.05287633643033311
T	24	avg	0.04603113439545489
T	25	avg	0.01994828179260767
T	26	avg	0.02042393445737563
T	27	avg	0.003246934689140697
T	28	avg	0.02034561208704235
T	29	avg	0.04390396796849297
T	30	avg	0.06879669021523278
T	31	avg	0.0691088789159485
T	32	avg	0.07141674233116435
T	33	avg	0.06143617707975836
T	34	avg	0.06918263858650162
T	35	avg	0.07522723743425123
T	36	avg	0.060177712593603334
T	37	avg	0.06992680860797235
T	38	avg	0.07331801695506439
T	39	avg	0.057061800548650815
T	40	avg	0.06833479065915982
T	41	avg	0.07284178112537856
T	42	avg	0.07180408981728019
T	43	avg	0.06087992608464757
T	44	avg	0.046127475307700276
T	45	avg	0.06565519870268502
T	46	avg	0.07488502513199918
T	47	avg	0.08790050547839867
T	48	avg	0.07580407547247893
T	49	avg	0.10680350673747023
T	50	avg	0.11030453897737239
T	51	avg	0.10145707391410923
T	52	avg	0.09883375113902988
T	53	avg	0.11865056076200875
T	54	avg	0.10189830080455672
T	55	avg	0.09569599461661228
T	56	avg	0.0997576516730518
T	57	avg	0.11192505403333922
T	58	avg	0.1138252047691801
T	59	avg	0.11525281142877453
T	60	avg	0.10423223775309148
T	61	avg	0.07672769079780108
T	62	avg	0.08591595712783717
T	63	avg	0.09596996741415144
T	64	avg	0.0980411529451444
T	65	avg	0.11167167900421981
T	66	avg	0.10908122465972883
T	67	avg	0.11211140342427034
T	68	avg	0.1073063448747752
T	69	avg	0.1226094595181175
T	70	avg	0.11699856456562167
T	71	avg	0.1034956424578756
T	72	avg	0.093083543435752
T	73	avg	0.10441116481036994
T	74	avg	0.137889330383949
T	75	avg	0.12495069871079988
T	76	avg	0.1238082444055922
T	77	avg	0.09076421803350773
T	78	avg	0.0829503828636047
T	79	avg	0.08941885997325788
T	80	avg	0.09507691211081525
T	81	avg	0.07740001709857589
T	82	avg	0.10288164419897702
T	83	avg	0.11979659917120637
T	84	avg	0.11471780238381944
T	85	avg	0.10423836255930526
T	86	avg	0.10665498527882078
T	87	avg	0.11413584841482896
T	88	avg	0.11798248209502667
T	89	avg	0.13031835422816684
T	90	avg	0.15195980197650355
T	91	avg	0.16410799038787116
T	92	avg	0.18139110744638978
T	93	avg	0.22561341439112415
T	94	avg	0.21828232216404836
T	95	avg	0.2389086261348459
T	96	avg	0.26689856350272767
T	97	avg	0.2861774526353754
T	98	avg	0.2980836056556364
T	99	avg	0.28253153830987543
T	100	avg	0.27032634492759494
T	101	avg	0.26912906119253016
T	102	avg	0.24271635386935278
T	103	avg	0.23195511833307178
T	104	avg	0.2520707234193565
T	105	avg	0.20317835110312601
T	106	avg	0.2071484077399456
T	107	avg	0.20877777678725248
T	108	avg	0.20857276631881633
T	109	avg	0.20758926520041823
T	110	avg	0.21261496469355967
T	111	avg	0.22133519155660347
T	112	avg	0.21864891924554522
T	113	avg	0.21902295241300013
T	114	avg	0.22210275247695235
T	115	avg	0.215872989485131
T	116	avg	0.18456748857005878
T	117	avg	0.18551428009865478
T	118	avg	0.16081121603845228
T	119	avg	0.11204323660446759
T	120	avg	0.09440420410142064
T	121	avg	0.11440024869600258
T	122	avg	0.08838041717424346
T	123	avg	0.07030011983804046
T	124	avg	0.09079775282804792
T	125	avg	0.11582502826569215
T	126	avg	0.15699429269599016
T	127	avg	0.1497725306347852
T	128	avg	0.15413731727049232
T	129	avg	0.14170256709205364
T	130	avg	0.12600608172625877
T	131	avg	0.13968427625125213
T	132	avg	0.14893895130500107
T	133	avg	0.12426427100824239
T	134	avg	0.11605573066829517
T	135	avg	0.09429690667859937
T	136	avg	0.12166080026437018
T	137	avg	0.1372859196544455
T	138	avg	0.15613904968997142
T	139	avg	0.15831460834775946
T	140	avg	0.15560836946931123
T	141	avg	0.15540907236314228
T	142	avg	0.149890218369677
T	143	avg	0.13997920521822424
T	144	avg	0.1604861038896058
T	145	avg	0.1784635964582656
T	146	avg	0.20753352463821745
T	147	avg	0.2191807708261716
T	148	avg	0.2143782323575322
T	149	avg	0.2116336276658093
T	150	avg	0.22308819359893453
T	151	avg	0.23452354363281236
T	152	avg	0.24262702807569492
T	153	avg	0.22861622146837746
T	154	avg	0.2528083532431671
T	155	avg	0.24276714592776574
T	156	avg	0.21924893771079984
T	157	avg	0.2519328427243793
T	158	avg	0.21564637540843468
T	159	avg	0.20347185256891234
T	160	avg	0.20796678475639213
T	161	avg	0.21184911461524897
T	162	avg	0.18842851083739454
T	163	avg	0.17848557975462187
T	164	avg	0.18745883949152364
T	165	avg	0.1738428093648448
T	166	avg	0.15932904404515402
T	167	avg	0.161697216993641
T	168	avg	0.1694096917510927
T	169	avg	0.1561131001305274
T	170	avg	0.14383026235208063
T	171	avg	0.14776599915065272
T	172	avg	0.13410866404602362
T	173	avg	0.14445792531277468
T	174	avg	0.12324353756758882
T	175	avg	0.1270321446513494
T	176	avg	0.07310377117798664
T	177	avg	0.0714648161879004
T	178	avg	0.0712937246232218
T	179	avg	0.06815816020170239
T	180	avg	0.06795407429336946
T	181	avg	0.08397731297836246
T	182	avg	0.07230929823282224
T	183	avg	0.0552647629073693
T	184	avg	0.11132987649668297
T	185	avg	0.11354640698818533
T	186	avg	0.11607103046955143
